HXHBVUCLRLMZ_6	0.10	100	400	0.5	6	gene1945	199	199	742	gene1945	1.08E-01	1.59E-08	2.35E-08	4.57E-01	8.02E-02	2.75E-01
HXHBVUCLRLMZ_7	0.10	100	400	0.5	7	gene1945	199	199	742	gene1945	1.11E-01	1.25E-09	1.76E-09	4.86E-01	7.88E-02	2.96E-01
HXHBVUCLRLMZ_8	0.10	100	400	0.5	8	gene1945	199	199	742	gene1945	1.16E-01	9.79E-08	1.71E-07	4.25E-01	7.98E-02	2.58E-01
HXHBVUCLRLMZ_9	0.10	100	400	0.5	9	gene1945	199	199	742	gene1945	1.08E-01	1.59E-08	1.63E-08	4.60E-01	7.98E-02	2.78E-01
HXHBVUCLRLMZ_10	0.10	100	400	0.5	10	gene1945	199	199	742	gene1945	1.06E-01	6.75E-11	2.62E-10	5.34E-01	8.23E-02	3.10E-01	bad-chisq
SYRJXSCXKZTL_1	0.10	100	500	0.5	1	gene1945	249	249	642	gene1945	1.12E-01	1.32E-12	3.77E-13	5.03E-01	6.74E-02	3.18E-01
SYRJXSCXKZTL_2	0.10	100	500	0.5	2	gene1945	249	249	642	gene1945	1.18E-01	7.17E-11	4.49E-10	4.48E-01	7.04E-02	2.75E-01
SYRJXSCXKZTL_3	0.10	100	500	0.5	3	gene1945	249	249	642	gene1945	1.14E-01	3.71E-11	6.93E-11	4.66E-01	7.00E-02	2.87E-01
SYRJXSCXKZTL_4	0.10	100	500	0.5	4	gene1945	249	249	642	gene1945	1.22E-01	5.58E-14	1.92E-13	5.16E-01	6.82E-02	3.22E-01
SYRJXSCXKZTL_5	0.10	100	500	0.5	5	gene1945	249	249	642	gene1945	1.14E-01	2.39E-10	1.92E-10	4.54E-01	6.98E-02	2.80E-01
SYRJXSCXKZTL_6	0.10	100	500	0.5	6	gene1945	249	249	642	gene1945	1.08E-01	3.37E-11	1.57E-08	4.43E-01	7.70E-02	2.50E-01
SYRJXSCXKZTL_7	0.10	100	500	0.5	7	gene1945	249	249	642	gene1945	1.10E-01	2.46E-12	1.56E-12	5.06E-01	6.98E-02	3.10E-01
SYRJXSCXKZTL_8	0.10	100	500	0.5	8	gene1945	249	249	642	gene1945	1.16E-01	2.01E-11	2.25E-11	4.68E-01	6.83E-02	2.94E-01
SYRJXSCXKZTL_9	0.10	100	500	0.5	9	gene1945	249	249	642	gene1945	1.10E-01	3.07E-13	2.31E-12	5.31E-01	7.37E-02	3.07E-01
SYRJXSCXKZTL_10	0.10	100	500	0.5	10	gene1945	249	249	642	gene1945	1.16E-01	1.31E-10	1.08E-10	4.60E-01	6.97E-02	2.84E-01
MLCMTMNVQIGF_1	0.10	100	600	0.5	1	gene1945	299	299	542	gene1945	1.14E-01	7.95E-14	4.37E-13	4.76E-01	6.43E-02	2.90E-01
MLCMTMNVQIGF_2	0.10	100	600	0.5	2	gene1945	299	299	542	gene1945	1.12E-01	2.60E-15	9.12E-16	5.21E-01	6.31E-02	3.21E-01
MLCMTMNVQIGF_3	0.10	100	600	0.5	3	gene1945	299	299	542	gene1945	1.15E-01	4.29E-14	5.67E-12	4.64E-01	6.60E-02	2.77E-01
MLCMTMNVQIGF_4	0.10	100	600	0.5	4	gene1945	299	299	542	gene1945	1.09E-01	9.09E-15	6.11E-12	4.79E-01	6.83E-02	2.76E-01
MLCMTMNVQIGF_5	0.10	100	600	0.5	5	gene1945	299	299	542	gene1945	1.14E-01	1.39E-15	2.65E-15	5.14E-01	6.33E-02	3.16E-01
MLCMTMNVQIGF_6	0.10	100	600	0.5	6	gene1945	299	299	542	gene1945	1.09E-01	4.98E-13	7.15E-13	4.77E-01	6.50E-02	2.88E-01
MLCMTMNVQIGF_7	0.10	100	600	0.5	7	gene1945	299	299	542	gene1945	1.17E-01	1.61E-13	7.04E-14	4.72E-01	6.16E-02	3.00E-01
MLCMTMNVQIGF_8	0.10	100	600	0.5	8	gene1945	299	299	542	gene1945	1.09E-01	1.11E-15	3.41E-14	5.22E-01	6.72E-02	3.03E-01
MLCMTMNVQIGF_9	0.10	100	600	0.5	9	gene1945	299	299	542	gene1945	1.17E-01	1.05E-12	9.28E-12	4.49E-01	6.45E-02	2.74E-01
MLCMTMNVQIGF_10	0.10	100	600	0.5	10	gene1945	299	299	542	gene1945	1.14E-01	1.09E-14	2.73E-13	4.91E-01	6.56E-02	2.93E-01
FGWNRDRYSASN_1	0.10	100	700	0.5	1	gene1945	349	349	442	gene1945	1.15E-01	8.99E-17	1.40E-16	5.11E-01	6.02E-02	3.06E-01
FGWNRDRYSASN_2	0.10	100	700	0.5	2	gene1945	349	349	442	gene1945	1.15E-01	6.49E-16	2.08E-13	4.62E-01	6.16E-02	2.73E-01
FGWNRDRYSASN_3	0.10	100	700	0.5	3	gene1945	349	349	442	gene1945	1.13E-01	2.20E-17	9.22E-17	5.03E-01	5.90E-02	3.08E-01
FGWNRDRYSASN_4	0.10	100	700	0.5	4	gene1945	349	349	442	gene1945	1.17E-01	1.31E-15	1.02E-14	4.63E-01	5.86E-02	2.87E-01
FGWNRDRYSASN_5	0.10	100	700	0.5	5	gene1945	349	349	442	gene1945	1.13E-01	5.20E-14	3.26E-13	4.51E-01	6.07E-02	2.71E-01
FGWNRDRYSASN_6	0.10	100	700	0.5	6	gene1945	349	349	442	gene1945	1.16E-01	2.41E-15	4.33E-15	4.71E-01	5.87E-02	2.91E-01
FGWNRDRYSASN_7	0.10	100	700	0.5	7	gene1945	349	349	442	gene1945	1.13E-01	2.75E-18	6.26E-19	5.37E-01	5.86E-02	3.28E-01
FGWNRDRYSASN_8	0.10	100	700	0.5	8	gene1945	349	349	442	gene1945	1.12E-01	3.10E-16	7.07E-16	5.19E-01	6.27E-02	2.99E-01
FGWNRDRYSASN_9	0.10	100	700	0.5	9	gene1945	349	349	442	gene1945	1.15E-01	8.99E-17	1.29E-15	4.84E-01	5.91E-02	2.96E-01
FGWNRDRYSASN_10	0.10	100	700	0.5	10	gene1945	349	349	442	gene1945	1.16E-01	4.83E-17	2.16E-17	5.09E-01	5.85E-02	3.14E-01
ZYXHSBSHUAVO_1	0.10	100	800	0.5	1	gene1945	399	399	342	gene1945	1.12E-01	8.32E-20	3.00E-19	5.22E-01	5.67E-02	3.10E-01
ZYXHSBSHUAVO_2	0.10	100	800	0.5	2	gene1945	399	399	342	gene1945	1.13E-01	5.44E-21	3.84E-17	5.00E-01	5.80E-02	2.92E-01
ZYXHSBSHUAVO_3	0.10	100	800	0.5	3	gene1945	399	399	342	gene1945	1.15E-01	1.46E-15	2.38E-12	4.13E-01	5.79E-02	2.45E-01
ZYXHSBSHUAVO_4	0.10	100	800	0.5	4	gene1945	399	399	342	gene1945	1.15E-01	1.27E-20	8.05E-18	4.97E-01	5.64E-02	2.98E-01
ZYXHSBSHUAVO_5	0.10	100	800	0.5	5	gene1945	399	399	342	gene1945	1.14E-01	2.63E-15	9.96E-12	4.09E-01	5.92E-02	2.38E-01
ZYXHSBSHUAVO_6	0.10	100	800	0.5	6	gene1945	399	399	342	gene1945	1.10E-01	1.55E-19	2.40E-19	5.18E-01	5.61E-02	3.11E-01
ZYXHSBSHUAVO_7	0.10	100	800	0.5	7	gene1945	399	399	342	gene1945	1.13E-01	4.45E-20	1.01E-19	5.27E-01	5.65E-02	3.14E-01
ZYXHSBSHUAVO_8	0.10	100	800	0.5	8	gene1945	399	399	342	gene1945	1.14E-01	2.63E-15	2.59E-14	4.51E-01	5.81E-02	2.65E-01
ZYXHSBSHUAVO_9	0.10	100	800	0.5	9	gene1945	399	399	342	gene1945	1.12E-01	1.41E-15	9.21E-15	4.62E-01	5.85E-02	2.70E-01
ZYXHSBSHUAVO_10	0.10	100	800	0.5	10	gene1945	399	399	342	gene1945	1.17E-01	1.98E-17	7.19E-16	4.68E-01	5.68E-02	2.80E-01
ZWZJFZQJBQPI_1	0.10	100	900	0.5	1	gene1945	449	449	242	gene1945	1.15E-01	5.52E-19	1.58E-16	4.53E-01	5.38E-02	2.71E-01
ZWZJFZQJBQPI_2	0.10	100	900	0.5	2	gene1945	449	449	242	gene1945	1.14E-01	1.01E-18	2.28E-14	4.31E-01	5.55E-02	2.51E-01
ZWZJFZQJBQPI_3	0.10	100	900	0.5	3	gene1945	449	449	242	gene1945	1.14E-01	1.50E-19	1.33E-15	4.50E-01	5.53E-02	2.62E-01
ZWZJFZQJBQPI_4	0.10	100	900	0.5	4	gene1945	449	449	242	gene1945	1.14E-01	1.01E-18	5.15E-17	4.71E-01	5.50E-02	2.75E-01
ZWZJFZQJBQPI_5	0.10	100	900	0.5	5	gene1945	449	449	242	gene1945	1.16E-01	1.22E-17	3.74E-17	4.50E-01	5.24E-02	2.76E-01
ZWZJFZQJBQPI_6	0.10	100	900	0.5	6	gene1945	449	449	242	gene1945	1.15E-01	5.52E-19	6.82E-18	4.67E-01	5.30E-02	2.82E-01
ZWZJFZQJBQPI_7	0.10	100	900	0.5	7	gene1945	449	449	242	gene1945	1.15E-01	1.16E-20	1.38E-18	4.94E-01	5.50E-02	2.88E-01
ZWZJFZQJBQPI_8	0.10	100	900	0.5	8	gene1945	449	449	242	gene1945	1.15E-01	5.52E-19	1.41E-19	4.86E-01	5.24E-02	2.96E-01
ZWZJFZQJBQPI_9	0.10	100	900	0.5	9	gene1945	449	449	242	gene1945	1.12E-01	1.84E-18	3.66E-17	4.59E-01	5.34E-02	2.76E-01
ZWZJFZQJBQPI_10	0.10	100	900	0.5	10	gene1945	449	449	242	gene1945	1.15E-01	7.41E-16	3.88E-13	4.11E-01	5.57E-02	2.39E-01
GJYVVNLVPWKX_1	0.10	100	1000	0.5	1	gene1945	499	499	142	gene1945	1.14E-01	3.30E-24	1.90E-22	5.15E-01	5.15E-02	3.02E-01
GJYVVNLVPWKX_2	0.10	100	1000	0.5	2	gene1945	499	499	142	gene1945	1.13E-01	4.61E-23	1.53E-21	4.90E-01	5.02E-02	2.95E-01
GJYVVNLVPWKX_3	0.10	100	1000	0.5	3	gene1945	499	499	142	gene1945	1.15E-01	1.34E-23	5.39E-24	5.09E-01	4.90E-02	3.12E-01
GJYVVNLVPWKX_4	0.10	100	1000	0.5	4	gene1945	499	499	142	gene1945	1.13E-01	1.54E-20	8.94E-17	4.44E-01	5.25E-02	2.59E-01
GJYVVNLVPWKX_5	0.10	100	1000	0.5	5	gene1945	499	499	142	gene1945	1.14E-01	5.42E-20	7.33E-19	4.64E-01	5.13E-02	2.76E-01
GJYVVNLVPWKX_6	0.10	100	1000	0.5	6	gene1945	499	499	142	gene1945	1.14E-01	1.26E-21	1.98E-20	4.84E-01	5.11E-02	2.87E-01
GJYVVNLVPWKX_7	0.10	100	1000	0.5	7	gene1945	499	499	142	gene1945	1.15E-01	6.82E-22	4.71E-22	4.93E-01	4.98E-02	2.99E-01
GJYVVNLVPWKX_8	0.10	100	1000	0.5	8	gene1945	499	499	142	gene1945	1.13E-01	2.30E-21	3.48E-18	4.78E-01	5.39E-02	2.70E-01
GJYVVNLVPWKX_9	0.10	100	1000	0.5	9	gene1945	499	499	142	gene1945	1.14E-01	1.26E-21	1.42E-18	4.62E-01	5.15E-02	2.73E-01
GJYVVNLVPWKX_10	0.10	100	1000	0.5	10	gene1945	499	499	142	gene1945	1.15E-01	6.82E-22	9.12E-20	4.84E-01	5.20E-02	2.82E-01
TVZEYTVGPUXF_1	0.10	160	100	0.5	1	gene1945	49	49	1042	gene1945	1.22E-01	2.06E-03	1.74E-02	3.81E-01	1.57E-01	2.40E-01	bad-chisq
TVZEYTVGPUXF_2	0.10	160	100	0.5	2	gene1945	49	49	1042	gene1945	9.18E-02	1.64E-03	1.42E-03	5.51E-01	1.68E-01	3.18E-01	bad-chisq
TVZEYTVGPUXF_3	0.10	160	100	0.5	3	gene1945	49	49	1042	gene1945	1.02E-01	8.47E-04	1.77E-03	5.56E-01	1.73E-01	3.12E-01	bad-chisq
TVZEYTVGPUXF_4	0.10	160	100	0.5	4	gene1945	49	49	1042	gene1945	1.02E-01	8.47E-04	6.88E-04	5.57E-01	1.59E-01	3.37E-01	bad-chisq
TVZEYTVGPUXF_5	0.10	160	100	0.5	5	gene1945	49	49	1042	gene1945	1.22E-01	2.06E-03	7.26E-04	5.27E-01	1.51E-01	3.36E-01	bad-chisq
TVZEYTVGPUXF_6	0.10	160	100	0.5	6	gene1945	49	49	1042	gene1945	1.33E-01	1.05E-03	9.20E-04	4.89E-01	1.43E-01	3.30E-01	bad-chisq
TVZEYTVGPUXF_7	0.10	160	100	0.5	7	gene1945	49	49	1042	gene1945	1.02E-01	8.47E-04	1.17E-03	5.40E-01	1.61E-01	3.23E-01	bad-chisq
TVZEYTVGPUXF_8	0.10	160	100	0.5	8	gene1945	49	49	1042	gene1945	1.02E-01	8.47E-04	6.88E-04	5.57E-01	1.59E-01	3.37E-01	bad-chisq
TVZEYTVGPUXF_9	0.10	160	100	0.5	9	gene1945	49	49	1042	gene1945	1.02E-01	7.59E-03	7.24E-03	4.45E-01	1.62E-01	2.70E-01	bad-chisq
TVZEYTVGPUXF_10	0.10	160	100	0.5	10	gene1945	49	49	1042	gene1945	1.22E-01	2.06E-03	5.03E-04	5.52E-01	1.53E-01	3.45E-01	bad-chisq
DWBNGSSYTQSO_1	0.10	160	200	0.5	1	gene1945	99	99	942	gene1945	1.11E-01	6.53E-07	1.22E-05	5.22E-01	1.16E-01	3.05E-01	bad-chisq
DWBNGSSYTQSO_2	0.10	160	200	0.5	2	gene1945	99	99	942	gene1945	1.01E-01	2.40E-06	2.34E-06	5.53E-01	1.14E-01	3.28E-01	bad-chisq
DWBNGSSYTQSO_3	0.10	160	200	0.5	3	gene1945	99	99	942	gene1945	1.06E-01	1.16E-05	5.53E-05	4.79E-01	1.16E-01	2.82E-01	bad-chisq
DWBNGSSYTQSO_4	0.10	160	200	0.5	4	gene1945	99	99	942	gene1945	9.60E-02	4.55E-06	1.34E-04	5.06E-01	1.30E-01	2.68E-01	bad-chisq
DWBNGSSYTQSO_5	0.10	160	200	0.5	5	gene1945	99	99	942	gene1945	1.16E-01	8.78E-04	4.06E-03	3.41E-01	1.17E-01	2.03E-01
DWBNGSSYTQSO_6	0.10	160	200	0.5	6	gene1945	99	99	942	gene1945	1.01E-01	2.40E-06	1.38E-06	5.56E-01	1.12E-01	3.35E-01	bad-chisq
DWBNGSSYTQSO_7	0.10	160	200	0.5	7	gene1945	99	99	942	gene1945	1.11E-01	6.11E-06	3.89E-06	5.11E-01	1.08E-01	3.21E-01	bad-chisq
DWBNGSSYTQSO_8	0.10	160	200	0.5	8	gene1945	99	99	942	gene1945	1.16E-01	1.63E-04	6.70E-04	3.87E-01	1.12E-01	2.40E-01
DWBNGSSYTQSO_9	0.10	160	200	0.5	9	gene1945	99	99	942	gene1945	1.01E-01	2.19E-05	1.57E-05	5.01E-01	1.13E-01	3.02E-01	bad-chisq
DWBNGSSYTQSO_10	0.10	160	200	0.5	10	gene1945	99	99	942	gene1945	1.21E-01	4.94E-04	9.22E-04	3.79E-01	1.13E-01	2.34E-01
ZKPFHCHVSCQJ_1	0.10	160	300	0.5	1	gene1945	149	149	842	gene1945	1.21E-01	1.29E-08	2.11E-08	5.02E-01	8.71E-02	3.17E-01
ZKPFHCHVSCQJ_2	0.10	160	300	0.5	2	gene1945	149	149	842	gene1945	1.14E-01	2.16E-06	1.01E-05	4.16E-01	9.26E-02	2.53E-01
ZKPFHCHVSCQJ_3	0.10	160	300	0.5	3	gene1945	149	149	842	gene1945	1.14E-01	3.36E-07	3.26E-07	4.65E-01	8.89E-02	2.91E-01
ZKPFHCHVSCQJ_4	0.10	160	300	0.5	4	gene1945	149	149	842	gene1945	1.31E-01	3.53E-06	2.54E-06	3.98E-01	8.30E-02	2.69E-01
ZKPFHCHVSCQJ_5	0.10	160	300	0.5	5	gene1945	149	149	842	gene1945	1.28E-01	1.16E-06	2.29E-06	4.34E-01	9.00E-02	2.70E-01
ZKPFHCHVSCQJ_6	0.10	160	300	0.5	6	gene1945	149	149	842	gene1945	1.04E-01	3.74E-08	7.26E-07	4.82E-01	9.52E-02	2.82E-01	bad-chisq
ZKPFHCHVSCQJ_7	0.10	160	300	0.5	7	gene1945	149	149	842	gene1945	1.24E-01	2.11E-06	1.78E-04	3.59E-01	9.46E-02	2.16E-01
ZKPFHCHVSCQJ_8	0.10	160	300	0.5	8	gene1945	149	149	842	gene1945	1.21E-01	6.46E-07	9.22E-07	4.46E-01	8.89E-02	2.80E-01
ZKPFHCHVSCQJ_9	0.10	160	300	0.5	9	gene1945	149	149	842	gene1945	1.07E-01	1.99E-08	1.82E-07	5.03E-01	9.42E-02	2.97E-01	bad-chisq
ZKPFHCHVSCQJ_10	0.10	160	300	0.5	10	gene1945	149	149	842	gene1945	1.07E-01	1.61E-07	2.87E-07	4.93E-01	9.39E-02	2.92E-01
FBCKZFYLPWWK_1	0.10	160	400	0.5	1	gene1945	199	199	742	gene1945	1.11E-01	2.02E-12	4.32E-13	5.62E-01	7.50E-02	3.53E-01	bad-chisq
FBCKZFYLPWWK_2	0.10	160	400	0.5	2	gene1945	199	199	742	gene1945	1.16E-01	1.66E-08	9.18E-08	4.35E-01	7.99E-02	2.64E-01
FBCKZFYLPWWK_3	0.10	160	400	0.5	3	gene1945	199	199	742	gene1945	1.08E-01	3.58E-11	1.10E-11	5.34E-01	7.64E-02	3.32E-01	bad-chisq
FBCKZFYLPWWK_4	0.10	160	400	0.5	4	gene1945	199	199	742	gene1945	1.13E-01	6.69E-10	8.72E-10	4.91E-01	7.81E-02	3.01E-01
FBCKZFYLPWWK_5	0.10	160	400	0.5	5	gene1945	199	199	742	gene1945	1.08E-01	2.31E-09	8.99E-09	4.72E-01	8.04E-02	2.83E-01
FBCKZFYLPWWK_6	0.10	160	400	0.5	6	gene1945	199	199	742	gene1945	1.11E-01	1.62E-10	1.09E-10	5.11E-01	7.70E-02	3.16E-01
FBCKZFYLPWWK_7	0.10	160	400	0.5	7	gene1945	199	199	742	gene1945	1.16E-01	4.56E-11	7.15E-08	4.49E-01	8.17E-02	2.66E-01
FBCKZFYLPWWK_8	0.10	160	400	0.5	8	gene1945	199	199	742	gene1945	1.13E-01	1.00E-11	7.41E-11	5.41E-01	8.08E-02	3.19E-01	bad-chisq
FBCKZFYLPWWK_9	0.10	160	400	0.5	9	gene1945	199	199	742	gene1945	1.08E-01	2.31E-09	1.41E-08	4.88E-01	8.42E-02	2.80E-01
FBCKZFYLPWWK_10	0.10	160	400	0.5	10	gene1945	199	199	742	gene1945	1.16E-01	1.66E-08	2.58E-07	4.11E-01	7.84E-02	2.55E-01
HWTHDRFEKSYX_1	0.10	160	500	0.5	1	gene1945	249	249	642	gene1945	1.10E-01	2.46E-12	1.66E-12	5.15E-01	7.10E-02	3.09E-01
HWTHDRFEKSYX_2	0.10	160	500	0.5	2	gene1945	249	249	642	gene1945	1.14E-01	5.31E-12	1.06E-11	4.83E-01	6.93E-02	2.98E-01
HWTHDRFEKSYX_3	0.10	160	500	0.5	3	gene1945	249	249	642	gene1945	1.12E-01	9.86E-12	1.09E-09	4.55E-01	7.32E-02	2.69E-01
HWTHDRFEKSYX_4	0.10	160	500	0.5	4	gene1945	249	249	642	gene1945	1.18E-01	7.17E-11	2.23E-09	4.30E-01	7.05E-02	2.64E-01
HWTHDRFEKSYX_5	0.10	160	500	0.5	5	gene1945	249	249	642	gene1945	1.14E-01	2.39E-10	2.10E-09	4.38E-01	7.18E-02	2.64E-01
HWTHDRFEKSYX_6	0.10	160	500	0.5	6	gene1945	249	249	642	gene1945	1.14E-01	3.71E-11	2.56E-09	4.40E-01	7.24E-02	2.63E-01
HWTHDRFEKSYX_7	0.10	160	500	0.5	7	gene1945	249	249	642	gene1945	1.10E-01	2.46E-12	2.81E-11	5.00E-01	7.34E-02	2.92E-01
HWTHDRFEKSYX_8	0.10	160	500	0.5	8	gene1945	249	249	642	gene1945	1.10E-01	1.82E-11	3.30E-09	4.40E-01	7.30E-02	2.61E-01
HWTHDRFEKSYX_9	0.10	160	500	0.5	9	gene1945	249	249	642	gene1945	1.14E-01	7.05E-13	6.80E-12	5.01E-01	7.12E-02	3.01E-01
HWTHDRFEKSYX_10	0.10	160	500	0.5	10	gene1945	249	249	642	gene1945	1.18E-01	1.53E-12	3.60E-12	4.89E-01	6.86E-02	3.05E-01
QAUWSZXHIUYT_1	0.10	160	600	0.5	1	gene1945	299	299	542	gene1945	1.15E-01	5.82E-15	2.42E-12	4.75E-01	6.64E-02	2.81E-01
QAUWSZXHIUYT_2	0.10	160	600	0.5	2	gene1945	299	299	542	gene1945	1.12E-01	2.02E-14	5.67E-11	4.53E-01	6.79E-02	2.64E-01
QAUWSZXHIUYT_3	0.10	160	600	0.5	3	gene1945	299	299	542	gene1945	1.19E-01	5.76E-13	8.30E-13	4.60E-01	6.29E-02	2.87E-01
QAUWSZXHIUYT_4	0.10	160	600	0.5	4	gene1945	299	299	542	gene1945	1.07E-01	9.13E-13	6.21E-11	4.70E-01	7.06E-02	2.63E-01
QAUWSZXHIUYT_5	0.10	160	600	0.5	5	gene1945	299	299	542	gene1945	1.15E-01	5.82E-15	1.49E-14	5.13E-01	6.51E-02	3.07E-01
QAUWSZXHIUYT_6	0.10	160	600	0.5	6	gene1945	299	299	542	gene1945	1.05E-01	3.88E-15	2.71E-15	5.42E-01	6.68E-02	3.16E-01
QAUWSZXHIUYT_7	0.10	160	600	0.5	7	gene1945	299	299	542	gene1945	1.14E-01	7.95E-14	1.72E-12	4.88E-01	6.77E-02	2.83E-01
QAUWSZXHIUYT_8	0.10	160	600	0.5	8	gene1945	299	299	542	gene1945	1.14E-01	1.39E-15	2.50E-16	5.14E-01	6.10E-02	3.27E-01
QAUWSZXHIUYT_9	0.10	160	600	0.5	9	gene1945	299	299	542	gene1945	1.10E-01	2.71E-13	7.47E-11	4.48E-01	6.76E-02	2.62E-01
QAUWSZXHIUYT_10	0.10	160	600	0.5	10	gene1945	299	299	542	gene1945	1.14E-01	1.09E-14	2.25E-15	5.06E-01	6.21E-02	3.16E-01
RUQSXIEFBVYQ_1	0.10	160	700	0.5	1	gene1945	349	349	442	gene1945	1.16E-01	3.51E-16	1.02E-13	4.61E-01	6.08E-02	2.77E-01
RUQSXIEFBVYQ_2	0.10	160	700	0.5	2	gene1945	349	349	442	gene1945	1.15E-01	6.49E-16	8.95E-15	4.83E-01	6.09E-02	2.88E-01
RUQSXIEFBVYQ_3	0.10	160	700	0.5	3	gene1945	349	349	442	gene1945	1.13E-01	1.20E-15	1.53E-12	4.66E-01	6.47E-02	2.63E-01
RUQSXIEFBVYQ_4	0.10	160	700	0.5	4	gene1945	349	349	442	gene1945	1.09E-01	1.80E-17	1.24E-15	5.00E-01	6.10E-02	2.97E-01
RUQSXIEFBVYQ_5	0.10	160	700	0.5	5	gene1945	349	349	442	gene1945	1.06E-01	7.54E-18	2.80E-15	5.14E-01	6.36E-02	2.93E-01
RUQSXIEFBVYQ_6	0.10	160	700	0.5	6	gene1945	349	349	442	gene1945	1.09E-01	1.42E-16	1.74E-15	4.97E-01	6.10E-02	2.95E-01
RUQSXIEFBVYQ_7	0.10	160	700	0.5	7	gene1945	349	349	442	gene1945	1.10E-01	4.05E-15	2.03E-12	4.44E-01	6.20E-02	2.62E-01
RUQSXIEFBVYQ_8	0.10	160	700	0.5	8	gene1945	349	349	442	gene1945	1.17E-01	1.31E-15	3.98E-16	4.77E-01	5.72E-02	3.01E-01
RUQSXIEFBVYQ_9	0.10	160	700	0.5	9	gene1945	349	349	442	gene1945	1.17E-01	1.31E-15	1.57E-15	4.81E-01	5.89E-02	2.95E-01
RUQSXIEFBVYQ_10	0.10	160	700	0.5	10	gene1945	349	349	442	gene1945	1.15E-01	6.49E-16	5.99E-13	4.45E-01	6.06E-02	2.68E-01
HNAAPHQCRPMB_1	0.10	160	800	0.5	1	gene1945	399	399	342	gene1945	1.09E-01	2.89E-19	1.62E-17	5.00E-01	5.73E-02	2.95E-01
HNAAPHQCRPMB_2	0.10	160	800	0.5	2	gene1945	399	399	342	gene1945	1.13E-01	7.79E-16	8.27E-15	4.48E-01	5.66E-02	2.70E-01
HNAAPHQCRPMB_3	0.10	160	800	0.5	3	gene1945	399	399	342	gene1945	1.17E-01	1.45E-13	5.85E-14	4.08E-01	5.33E-02	2.62E-01
HNAAPHQCRPMB_4	0.10	160	800	0.5	4	gene1945	399	399	342	gene1945	1.14E-01	1.53E-14	1.42E-13	4.53E-01	6.02E-02	2.58E-01
HNAAPHQCRPMB_5	0.10	160	800	0.5	5	gene1945	399	399	342	gene1945	1.14E-01	6.67E-17	1.28E-15	4.59E-01	5.63E-02	2.78E-01
HNAAPHQCRPMB_6	0.10	160	800	0.5	6	gene1945	399	399	342	gene1945	1.14E-01	2.38E-20	2.52E-17	4.94E-01	5.70E-02	2.94E-01
HNAAPHQCRPMB_7	0.10	160	800	0.5	7	gene1945	399	399	342	gene1945	1.14E-01	1.86E-19	4.04E-20	5.14E-01	5.44E-02	3.17E-01
HNAAPHQCRPMB_8	0.10	160	800	0.5	8	gene1945	399	399	342	gene1945	1.15E-01	2.36E-16	6.46E-15	4.43E-01	5.58E-02	2.71E-01
HNAAPHQCRPMB_9	0.10	160	800	0.5	9	gene1945	399	399	342	gene1945	1.15E-01	5.35E-18	2.69E-14	4.50E-01	5.80E-02	2.65E-01
HNAAPHQCRPMB_10	0.10	160	800	0.5	10	gene1945	399	399	342	gene1945	1.13E-01	4.45E-20	9.51E-19	5.31E-01	5.86E-02	3.06E-01
ZFOYUFWTQROH_1	0.10	160	900	0.5	1	gene1945	449	449	242	gene1945	1.14E-01	1.01E-18	3.34E-17	4.68E-01	5.44E-02	2.76E-01
ZFOYUFWTQROH_2	0.10	160	900	0.5	2	gene1945	449	449	242	gene1945	1.17E-01	1.07E-18	1.84E-17	4.64E-01	5.35E-02	2.79E-01
ZFOYUFWTQROH_3	0.10	160	900	0.5	3	gene1945	449	449	242	gene1945	1.16E-01	1.22E-17	1.35E-16	4.49E-01	5.33E-02	2.71E-01
ZFOYUFWTQROH_4	0.10	160	900	0.5	4	gene1945	449	449	242	gene1945	1.14E-01	6.48E-18	5.23E-17	4.67E-01	5.46E-02	2.75E-01
ZFOYUFWTQROH_5	0.10	160	900	0.5	5	gene1945	449	449	242	gene1945	1.12E-01	2.76E-19	6.04E-17	4.77E-01	5.59E-02	2.74E-01
ZFOYUFWTQROH_6	0.10	160	900	0.5	6	gene1945	449	449	242	gene1945	1.16E-01	3.01E-19	4.27E-18	4.66E-01	5.26E-02	2.84E-01
ZFOYUFWTQROH_7	0.10	160	900	0.5	7	gene1945	449	449	242	gene1945	1.11E-01	5.07E-19	4.10E-16	4.57E-01	5.51E-02	2.67E-01
ZFOYUFWTQROH_8	0.10	160	900	0.5	8	gene1945	449	449	242	gene1945	1.14E-01	3.84E-22	5.18E-18	4.89E-01	5.54E-02	2.83E-01
ZFOYUFWTQROH_9	0.10	160	900	0.5	9	gene1945	449	449	242	gene1945	1.15E-01	1.16E-20	7.25E-20	4.95E-01	5.30E-02	2.98E-01
ZFOYUFWTQROH_10	0.10	160	900	0.5	10	gene1945	449	449	242	gene1945	1.15E-01	3.56E-18	1.19E-15	4.48E-01	5.50E-02	2.63E-01
COUJDLIIBMQM_1	0.10	160	1000	0.5	1	gene1945	499	499	142	gene1945	1.15E-01	6.82E-22	3.97E-19	4.65E-01	5.10E-02	2.78E-01
COUJDLIIBMQM_2	0.10	160	1000	0.5	2	gene1945	499	499	142	gene1945	1.13E-01	4.61E-23	3.05E-18	4.66E-01	5.25E-02	2.71E-01
COUJDLIIBMQM_3	0.10	160	1000	0.5	3	gene1945	499	499	142	gene1945	1.14E-01	1.80E-22	9.24E-21	4.89E-01	5.12E-02	2.90E-01
