CP003351.2	CP003351:1-1335
CP003351.4231	CP003351:2109038-2109475
CP003351.4233	CP003351:2109638-2110468
CP003351.4235	CP003351:2110452-2111819
CP003351.4237	CP003351:2111838-2112647
CP003351.4239	CP003351:2112690-2113133
CP003351.4241	CP003351:2113267-2113638
CP003351.4243	CP003351:2113807-2114589
CP003351.4245	CP003351:2114586-2115557
CP003351.4247	CP003351:2115649-2117043
CP003351.4249	CP003351:2117235-2118590
CP003351.4251	CP003351:2118620-2119255
CP003351.4253	CP003351:2119262-2120638
CP003351.4255	CP003351:2120631-2122412
CP003351.4257	CP003351:2122434-2122745
CP003351.4259	CP003351:2122735-2123721
CP003351.4261	CP003351:2123736-2124320
CP003351.4263	CP003351:2124341-2124811
CP003351.4265	CP003351:2124830-2126833
CP003351.4267	CP003351:2126820-2127143
CP003351.4269	CP003351:2127489-2128208
CP003351.4271	CP003351:2128507-2130405
CP003351.4273	CP003351:2130568-2131830
CP003351.4275	CP003351:2131823-2132722
CP003351.4277	CP003351:2132867-2134645
CP003351.4279	CP003351:2134827-2135141
CP003351.4281	CP003351:2135228-2137588
CP003351.4283	CP003351:2137703-2138251
CP003351.4285	CP003351:2138309-2138746
CP003351.4287	CP003351:2138948-2139865
CP003351.4289	CP003351:2140121-2141032
CP003351.4291	CP003351:2141435-2142013
CP003351.4293	CP003351:2142033-2142701
CP003351.4295	CP003351:2142716-2143786
CP003351.4297	CP003351:2143957-2145321
CP003351.4299	CP003351:2145318-2146826
CP003351.4301	CP003351:2146933-2149413
CP003351.4303	CP003351:2149397-2149732
CP003351.4305	CP003351:2149746-2150780
CP003351.4307	CP003351:2150870-2151550
CP003351.4309	CP003351:2151834-2152937
CP003351.4311	CP003351:2153566-2154036
CP003351.4313	CP003351:2154366-2156006
CP003351.4315	CP003351:2156160-2157482
CP003351.4317	CP003351:2157550-2157969
CP003351.4319	CP003351:2158046-2158882
CP003351.4321	CP003351:2159624-2160250
CP003351.4323	CP003351:2160545-2160880
CP003351.4325	CP003351:2160867-2161151
CP003351.4327	CP003351:2161207-2162730
CP003351.4329	CP003351:2162723-2163898
CP003351.4331	CP003351:2163902-2164087
CP003351.4333	CP003351:2164053-2165747
CP003351.4335	CP003351:2165744-2166217
CP003351.4337	CP003351:2166959-2167174
CP003351.4339	CP003351:2167177-2167584
CP003351.4341	CP003351:2167850-2169325
CP003351.4343	CP003351:2169315-2170163
CP003351.4345	CP003351:2170200-2170562
CP003351.4347	CP003351:2170563-2170721
CP003351.4349	CP003351:2170862-2171266
CP003351.4351	CP003351:2171247-2171486
CP003351.4353	CP003351:2171483-2171794
CP003351.4355	CP003351:2171838-2172131
CP003351.4357	CP003351:2172325-2172972
CP003351.4359	CP003351:2173033-2174178
CP003351.4361	CP003351:2174435-2175304
CP003351.4363	CP003351:2175253-2175483
CP003351.4365	CP003351:2175747-2176061
CP003351.4367	CP003351:2176138-2176632
CP003351.4369	CP003351:2176625-2176939
CP003351.4371	CP003351:2176961-2178298
CP003351.4373	CP003351:2178283-2178780
CP003351.4375	CP003351:2178929-2179267
CP003351.4377	CP003351:2179271-2179456
CP003351.4379	CP003351:2179470-2182160
CP003351.4381	CP003351:2182147-2182365
CP003351.4383	CP003351:2182358-2183278
CP003351.4385	CP003351:2183513-2183797
CP003351.4387	CP003351:2183810-2184037
CP003351.4389	CP003351:2184172-2184936
CP003351.4391	CP003351:2184987-2186132
CP003351.4393	CP003351:2186217-2186522
CP003351.4395	CP003351:2186547-2186978
CP003351.4397	CP003351:2186975-2187241
CP003351.4399	CP003351:2187496-2188221
CP003351.4401	CP003351:2188582-2188652
CP003351.4403	CP003351:2188769-2189521
CP003351.4405	CP003351:2189537-2190016
CP003351.4407	CP003351:2190267-2191847
CP003351.4409	CP003351:2191840-2192583
CP003351.4411	CP003351:2192759-2193535
CP003351.4413	CP003351:2193783-2194619
CP003351.4415	CP003351:2195027-2196277
CP003351.4417	CP003351:2196413-2197342
CP003351.4419	CP003351:2197534-2197887
CP003351.4421	CP003351:2197961-2198617
CP003351.4423	CP003351:2198843-2200777
CP003351.4425	CP003351:2200863-2202065
CP003351.4427	CP003351:2202080-2203951
CP003351.4429	CP003351:2203972-2205090
CP003351.4431	CP003351:2205173-2206006
CP003351.4433	CP003351:2205999-2206916
CP003351.4435	CP003351:2207143-2208267
CP003351.4437	CP003351:2208450-2209358
CP003351.4439	CP003351:2209499-2211112
CP003351.4441	CP003351:2211763-2212716
CP003351.4443	CP003351:2212750-2213979
CP003351.4445	CP003351:2213981-2214898
CP003351.4447	CP003351:2214902-2215639
CP003351.4449	CP003351:2215730-2216257
CP003351.4451	CP003351:2216437-2217030
CP003351.4453	CP003351:2217134-2217619
CP003351.4455	CP003351:2217772-2217969
CP003351.4457	CP003351:2218064-2219824
CP003351.4459	CP003351:2219821-2221551
CP003351.4461	CP003351:2221944-2222156
CP003351.4463	CP003351:2222158-2223837
CP003351.4465	CP003351:2224091-2224291
CP003351.4467	CP003351:2224441-2225133
CP003351.4469	CP003351:2225188-2225841
CP003351.4471	CP003351:2225831-2227144
CP003351.4473	CP003351:2227454-2230099
CP003351.4475	CP003351:2230492-2231139
CP003351.4477	CP003351:2231712-2232923
CP003351.4479	CP003351:2232939-2234081
CP003351.4481	CP003351:2234246-2235967
CP003351.4483	CP003351:2236166-2236726
CP003351.4485	CP003351:2236752-2237591
CP003351.4487	CP003351:2237625-2238458
CP003351.4489	CP003351:2238690-2239658
CP003351.4491	CP003351:2239813-2240550
CP003351.4493	CP003351:2240566-2241399
CP003351.4495	CP003351:2241601-2242929
CP003351.4497	CP003351:2243224-2243388
CP003351.4499	CP003351:2243525-2243600
CP003351.4501	CP003351:2243813-2243885
CP003351.4503	CP003351:2244019-2244648
CP003351.4505	CP003351:2244762-2245136
CP003351.4507	CP003351:2245345-2245635
CP003351.4509	CP003351:2245671-2246507
CP003351.4511	CP003351:2246871-2246946
CP003351.4513	CP003351:2246954-2247068
CP003351.4515	CP003351:2247165-2250077
CP003351.4517	CP003351:2250527-2252074
CP003351.4519	CP003351:2252779-2253141
CP003351.4521	CP003351:2253215-2253595
CP003351.4523	CP003351:2253677-2254852
CP003351.4525	CP003351:2254929-2255513
CP003351.4527	CP003351:2255714-2256712
CP003351.4529	CP003351:2256824-2257333
CP003351.4531	CP003351:2257363-2258022
CP003351.4533	CP003351:2258024-2258788
CP003351.4535	CP003351:2258796-2259473
CP003351.4537	CP003351:2259510-2260895
CP003351.4539	CP003351:2260864-2261118
CP003351.4541	CP003351:2261212-2261727
CP003351.4543	CP003351:2261834-2262691
CP003351.4545	CP003351:2262772-2263107
CP003351.4547	CP003351:2263174-2264544
CP003351.4549	CP003351:2264622-2265155
CP003351.4551	CP003351:2265467-2266948
CP003351.4553	CP003351:2267051-2267758
CP003351.4555	CP003351:2267837-2268175
CP003351.4557	CP003351:2268286-2269248
CP003351.4559	CP003351:2269263-2270594
CP003351.4561	CP003351:2270602-2271282
CP003351.4563	CP003351:2271501-2271977
CP003351.4565	CP003351:2272107-2273786
CP003351.4567	CP003351:2274334-2275836
CP003351.4569	CP003351:2275849-2276511
CP003351.4571	CP003351:2276612-2276815
CP003351.4573	CP003351:2276926-2278110
CP003351.4575	CP003351:2278267-2280006
CP003351.4577	CP003351:2280778-2281392
CP003351.4579	CP003351:2281997-2282374
CP003351.4581	CP003351:2282674-2283555
CP003351.4583	CP003351:2283598-2284617
CP003351.4585	CP003351:2285250-2286254
CP003351.4587	CP003351:2286267-2287316
CP003351.4589	CP003351:2287333-2288154
CP003351.4591	CP003351:2288141-2288920
CP003351.4593	CP003351:2288937-2289407
CP003351.4595	CP003351:2289419-2289838
CP003351.4597	CP003351:2289919-2292687
CP003351.4599	CP003351:2292887-2293111
CP003351.4601	CP003351:2293889-2295604
CP003351.4603	CP003351:2295607-2297370
CP003351.4605	CP003351:2297410-2297946
CP003351.4607	CP003351:2298269-2298691
CP003351.4609	CP003351:2298900-2300009
CP003351.4611	CP003351:2300133-2300762
CP003351.4613	CP003351:2301213-2302097
CP003351.4615	CP003351:2302090-2302659
CP003351.4617	CP003351:2302652-2303428
CP003351.4619	CP003351:2303583-2304905
CP003351.4621	CP003351:2305080-2305667
CP003351.4623	CP003351:2306146-2308155
CP003351.4625	CP003351:2308423-2308701
CP003351.4627	CP003351:2308798-2309619
CP003351.4629	CP003351:2309904-2310914
CP003351.4631	CP003351:2310926-2311879
CP003351.4633	CP003351:2311869-2312939
CP003351.4635	CP003351:2312945-2313988
CP003351.4637	CP003351:2313989-2314930
CP003351.4639	CP003351:2315014-2315361
CP003351.4641	CP003351:2315431-2317092
CP003351.4643	CP003351:2317638-2318186
CP003351.4645	CP003351:2318739-2319842
CP003351.4647	CP003351:2320035-2321102
CP003351.4649	CP003351:2321332-2323779
CP003351.4651	CP003351:2323968-2325404
CP003351.4653	CP003351:2325723-2326538
CP003351.4655	CP003351:2326556-2327191
CP003351.4657	CP003351:2327210-2327851
CP003351.4659	CP003351:2328331-2328816
CP003351.4661	CP003351:2329088-2331253
CP003351.4663	CP003351:2331748-2332047
CP003351.4665	CP003351:2332398-2333030
CP003351.4667	CP003351:2333153-2333791
CP003351.4669	CP003351:2333910-2333982
CP003351.4671	CP003351:2334103-2334345
CP003351.4673	CP003351:2334484-2335113
CP003351.4675	CP003351:2335247-2336194
CP003351.4677	CP003351:2336347-2337591
CP003351.4679	CP003351:2337608-2337769
CP003351.4681	CP003351:2337766-2338791
CP003351.4683	CP003351:2338985-2339824
CP003351.4685	CP003351:2339817-2340890
CP003351.4687	CP003351:2340893-2341477
CP003351.4689	CP003351:2341583-2341831
CP003351.4691	CP003351:2341822-2342052
CP003351.4693	CP003351:2342158-2342760
CP003351.4695	CP003351:2342864-2343433
CP003351.4697	CP003351:2343663-2344430
CP003351.4699	CP003351:2344427-2344906
CP003351.4701	CP003351:2345031-2345768
CP003351.4703	CP003351:2345929-2347329
CP003351.4705	CP003351:2347552-2348904
CP003351.4707	CP003351:2348897-2349595
CP003351.4709	CP003351:2349657-2350808
CP003351.4711	CP003351:2350821-2351258
CP003351.4713	CP003351:2351273-2353039
CP003351.4715	CP003351:2353303-2353980
CP003351.4717	CP003351:2353983-2355110
CP003351.4719	CP003351:2355310-2355750
CP003351.4721	CP003351:2355761-2357794
CP003351.4723	CP003351:2357796-2359457
CP003351.4725	CP003351:2359593-2360543
CP003351.4727	CP003351:2360582-2361607
CP003351.4729	CP003351:2361816-2362685
CP003351.4731	CP003351:2363389-2365281
CP003351.4733	CP003351:2365278-2367005
CP003351.4735	CP003351:2367021-2367671
CP003351.4737	CP003351:2367875-2368171
CP003351.4739	CP003351:2368363-2368983
CP003351.4741	CP003351:2369075-2370241
CP003351.4743	CP003351:2370253-2370606
CP003351.4745	CP003351:2370734-2371756
CP003351.4747	CP003351:2371775-2371936
CP003351.4749	CP003351:2372195-2372629
CP003351.4751	CP003351:2372739-2374598
CP003351.4753	CP003351:2374716-2375066
CP003351.4755	CP003351:2375030-2375875
CP003351.4757	CP003351:2376182-2377606
CP003351.4759	CP003351:2377622-2378320
CP003351.4761	CP003351:2378277-2379938
CP003351.4763	CP003351:2380156-2381556
CP003351.4765	CP003351:2381808-2382887
CP003351.4767	CP003351:2382973-2383932
CP003351.4769	CP003351:2383944-2385455
CP003351.4771	CP003351:2385477-2386040
CP003351.4773	CP003351:2386046-2386909
CP003351.4775	CP003351:2386923-2387819
CP003351.4777	CP003351:2387994-2389265
CP003351.4779	CP003351:2389255-2390772
CP003351.4781	CP003351:2390970-2391860
CP003351.4783	CP003351:2391933-2392757
CP003351.4785	CP003351:2392769-2394241
CP003351.4787	CP003351:2394878-2395240
CP003351.4789	CP003351:2395463-2396215
CP003351.4791	CP003351:2396355-2397278
CP003351.4793	CP003351:2397293-2397565
CP003351.4795	CP003351:2397909-2399096
CP003351.4797	CP003351:2399811-2400584
CP003351.4799	CP003351:2400565-2400753
CP003351.4801	CP003351:2400797-2400870
CP003351.4803	CP003351:2401059-2402078
CP003351.4805	CP003351:2402075-2402299
CP003351.4807	CP003351:2402296-2402589
CP003351.4809	CP003351:2402626-2402763
CP003351.4811	CP003351:2402765-2403196
CP003351.4813	CP003351:2403210-2405291
CP003351.4815	CP003351:2405315-2407606
CP003351.4817	CP003351:2407616-2408353
CP003351.4819	CP003351:2408404-2409006
CP003351.4821	CP003351:2409209-2411725
CP003351.4823	CP003351:2411928-2412146
CP003351.4825	CP003351:2412337-2412918
CP003351.4827	CP003351:2412930-2413334
CP003351.4829	CP003351:2413327-2413728
CP003351.4831	CP003351:2413718-2414071
CP003351.4833	CP003351:2414061-2414372
CP003351.4835	CP003351:2414369-2415244
CP003351.4837	CP003351:2415254-2416414
CP003351.4839	CP003351:2416414-2417100
CP003351.4841	CP003351:2417063-2418241
CP003351.4843	CP003351:2418261-2419955
CP003351.4845	CP003351:2419933-2420247
CP003351.4847	CP003351:2420350-2420631
CP003351.4849	CP003351:2420636-2420980
CP003351.4851	CP003351:2421006-2421173
CP003351.4853	CP003351:2421889-2422305
CP003351.4855	CP003351:2422382-2422480
CP003351.4857	CP003351:2422503-2422646
CP003351.4859	CP003351:2422643-2422960
CP003351.4861	CP003351:2422957-2423160
CP003351.4863	CP003351:2423184-2423489
CP003351.4865	CP003351:2423486-2423854
CP003351.4867	CP003351:2423851-2424024
CP003351.4869	CP003351:2424021-2424581
CP003351.4871	CP003351:2424578-2424994
CP003351.4873	CP003351:2424991-2425308
CP003351.4875	CP003351:2425308-2425607
CP003351.4877	CP003351:2425769-2426038
CP003351.4879	CP003351:2426050-2426799
CP003351.4881	CP003351:2426802-2427488
CP003351.4883	CP003351:2427494-2427970
CP003351.4885	CP003351:2428431-2428607
CP003351.4887	CP003351:2428604-2428729
CP003351.4889	CP003351:2428698-2428871
CP003351.4891	CP003351:2428868-2429056
CP003351.4893	CP003351:2429077-2429361
CP003351.4895	CP003351:2429409-2429708
CP003351.4897	CP003351:2429813-2430016
CP003351.4899	CP003351:2430031-2430777
CP003351.4901	CP003351:2430855-2431163
CP003351.4903	CP003351:2431134-2431391
CP003351.4905	CP003351:2431689-2431829
CP003351.4907	CP003351:2432123-2432443
CP003351.4909	CP003351:2432461-2432892
CP003351.4911	CP003351:2433019-2433603
CP003351.4913	CP003351:2433714-2434853
CP003351.4915	CP003351:2434942-2436567
CP003351.4917	CP003351:2436618-2436902
CP003351.4919	CP003351:2437127-2437789
CP003351.4921	CP003351:2437865-2439157
CP003351.4923	CP003351:2439327-2439956
CP003351.4925	CP003351:2440059-2440868
CP003351.4927	CP003351:2440923-2441792
CP003351.4929	CP003351:2441793-2443109
CP003351.4931	CP003351:2443106-2444941
CP003351.4933	CP003351:2444946-2445650
CP003351.4935	CP003351:2445840-2446700
CP003351.4937	CP003351:2446687-2447256
CP003351.4939	CP003351:2447637-2447709
CP003351.4941	CP003351:2447886-2448839
CP003351.4943	CP003351:2448836-2448982
CP003351.4945	CP003351:2449086-2449424
CP003351.4947	CP003351:2449399-2449596
CP003351.4949	CP003351:2449990-2451717
CP003351.4951	CP003351:2451710-2452903
CP003351.4953	CP003351:2453090-2453734
CP003351.4955	CP003351:2453828-2453962
CP003351.4957	CP003351:2453964-2456096
CP003351.4959	CP003351:2456093-2456566
CP003351.4961	CP003351:2456967-2457191
CP003351.4963	CP003351:2457350-2459509
CP003351.4965	CP003351:2459559-2460524
CP003351.4967	CP003351:2460613-2461752
CP003351.4969	CP003351:2462061-2462774
CP003351.4971	CP003351:2463028-2463729
CP003351.4973	CP003351:2463963-2465495
CP003351.4975	CP003351:2465885-2466793
CP003351.4977	CP003351:2466887-2467936
CP003351.4979	CP003351:2468018-2468707
CP003351.4981	CP003351:2468813-2469181
CP003351.4983	CP003351:2469234-2469737
CP003351.4985	CP003351:2470147-2470836
CP003351.4987	CP003351:2470940-2471362
CP003351.4989	CP003351:2471705-2472373
CP003351.4991	CP003351:2472386-2473258
CP003351.4993	CP003351:2473349-2474368
CP003351.4995	CP003351:2474541-2475428
CP003351.4997	CP003351:2475505-2476050
CP003351.4999	CP003351:2476151-2476321
CP003351.5001	CP003351:2476345-2476497
CP003351.5003	CP003351:2476659-2477303
CP003351.5005	CP003351:2477359-2477862
CP003351.5007	CP003351:2478459-2479424
CP003351.5009	CP003351:2479523-2480695
CP003351.5011	CP003351:2480682-2481827
CP003351.5013	CP003351:2481841-2482773
CP003351.5015	CP003351:2482890-2483969
CP003351.5017	CP003351:2483966-2484595
CP003351.5019	CP003351:2484705-2484932
CP003351.5021	CP003351:2485035-2487623
CP003351.5023	CP003351:2487643-2488302
CP003351.5025	CP003351:2488351-2488854
CP003351.5027	CP003351:2489075-2489941
CP003351.5029	CP003351:2490050-2490691
CP003351.5031	CP003351:2490753-2492114
CP003351.5033	CP003351:2492132-2493031
CP003351.5035	CP003351:2493033-2493830
CP003351.5037	CP003351:2493808-2494512
CP003351.5039	CP003351:2494643-2495218
CP003351.5041	CP003351:2495336-2496013
CP003351.5043	CP003351:2496103-2496549
CP003351.5045	CP003351:2496788-2497399
CP003351.5047	CP003351:2497604-2499412
CP003351.5049	CP003351:2499588-2500586
CP003351.5051	CP003351:2500812-2501465
CP003351.5053	CP003351:2501797-2502195
CP003351.5055	CP003351:2502960-2503667
CP003351.5057	CP003351:2503813-2507007
CP003351.5059	CP003351:2507026-2510154
CP003351.5061	CP003351:2510161-2511282
CP003351.5063	CP003351:2511474-2512097
CP003351.5065	CP003351:2512226-2512960
CP003351.5067	CP003351:2512950-2513234
CP003351.5069	CP003351:2513309-2515192
CP003351.5071	CP003351:2515458-2516333
CP003351.5073	CP003351:2516442-2518211
CP003351.5075	CP003351:2518226-2519518
CP003351.5077	CP003351:2519912-2520859
CP003351.5079	CP003351:2520948-2522207
CP003351.5081	CP003351:2522378-2522824
CP003351.5083	CP003351:2522835-2525048
CP003351.5085	CP003351:2525281-2526045
CP003351.5087	CP003351:2526046-2526993
CP003351.5089	CP003351:2527006-2527494
CP003351.5091	CP003351:2527460-2528131
CP003351.5093	CP003351:2528269-2529555
CP003351.5095	CP003351:2529899-2530183
CP003351.5097	CP003351:2530256-2530735
CP003351.5099	CP003351:2531446-2531574
CP003351.5101	CP003351:2531679-2533262
CP003351.5103	CP003351:2533699-2534883
CP003351.5105	CP003351:2534908-2535915
CP003351.5107	CP003351:2536087-2536446
CP003351.5109	CP003351:2536418-2536843
CP003351.5111	CP003351:2536806-2537108
CP003351.5113	CP003351:2537125-2537619
CP003351.5115	CP003351:2537570-2537848
CP003351.5117	CP003351:2537845-2538894
CP003351.5119	CP003351:2538851-2539780
CP003351.5121	CP003351:2539912-2541666
CP003351.5123	CP003351:2541764-2542426
CP003351.5125	CP003351:2542496-2543278
CP003351.5127	CP003351:2543482-2544693
CP003351.5129	CP003351:2544686-2545423
CP003351.5131	CP003351:2545561-2545995
CP003351.5133	CP003351:2545988-2546332
CP003351.5135	CP003351:2546512-2547522
CP003351.5137	CP003351:2547591-2548535
CP003351.5139	CP003351:2548519-2551239
CP003351.5141	CP003351:2551236-2552456
CP003351.5143	CP003351:2552736-2553572
CP003351.5145	CP003351:2553911-2554025
CP003351.5147	CP003351:2554122-2557034
CP003351.5149	CP003351:2557484-2559031
CP003351.5151	CP003351:2559561-2560871
CP003351.5153	CP003351:2560883-2562301
CP003351.5155	CP003351:2562541-2564109
CP003351.5157	CP003351:2564113-2564523
CP003351.5159	CP003351:2564520-2565443
CP003351.5161	CP003351:2565440-2566339
CP003351.5163	CP003351:2566305-2567642
CP003351.5165	CP003351:2567645-2568748
CP003351.5167	CP003351:2568822-2570330
CP003351.5169	CP003351:2570296-2570988
CP003351.5171	CP003351:2571010-2571984
CP003351.5173	CP003351:2572284-2573156
CP003351.5175	CP003351:2573614-2575812
CP003351.5177	CP003351:2576044-2577036
CP003351.5179	CP003351:2577096-2578517
CP003351.5181	CP003351:2578510-2580009
CP003351.5183	CP003351:2580048-2581442
CP003351.5185	CP003351:2581601-2582284
CP003351.5187	CP003351:2582286-2583122
CP003351.5189	CP003351:2583133-2584887
CP003351.5191	CP003351:2585163-2585504
CP003351.5193	CP003351:2585572-2587743
CP003351.5195	CP003351:2587954-2588811
CP003351.5197	CP003351:2588882-2589739
CP003351.5199	CP003351:2589724-2592426
CP003351.5201	CP003351:2592439-2593728
CP003351.5203	CP003351:2593878-2594924
CP003351.5205	CP003351:2594926-2597079
CP003351.5207	CP003351:2597552-2598997
CP003351.5209	CP003351:2599000-2600724
CP003351.5211	CP003351:2600717-2601331
CP003351.5213	CP003351:2601676-2603133
CP003351.5215	CP003351:2603174-2604094
CP003351.5217	CP003351:2604106-2605053
CP003351.5219	CP003351:2605532-2606251
CP003351.5221	CP003351:2606300-2607946
CP003351.5223	CP003351:2608125-2608715
CP003351.5225	CP003351:2608807-2610312
CP003351.5227	CP003351:2610396-2611748
CP003351.5229	CP003351:2611748-2612266
CP003351.5231	CP003351:2612282-2612608
CP003351.5233	CP003351:2612621-2614600
CP003351.5235	CP003351:2614621-2614935
CP003351.5237	CP003351:2615103-2615396
CP003351.5239	CP003351:2615474-2616544
CP003351.5241	CP003351:2617940-2621341
CP003351.5243	CP003351:2622147-2622371
CP003351.5245	CP003351:2623247-2624008
CP003351.5247	CP003351:2624108-2625829
CP003351.5249	CP003351:2625844-2627628
CP003351.5251	CP003351:2628009-2629562
CP003351.5253	CP003351:2629910-2632324
CP003351.5255	CP003351:2632751-2634769
CP003351.5257	CP003351:2635139-2635795
CP003351.5259	CP003351:2635795-2636751
CP003351.5261	CP003351:2636751-2637317
CP003351.5263	CP003351:2637522-2639291
CP003351.5265	CP003351:2639294-2641006
CP003351.5267	CP003351:2641121-2641789
CP003351.5269	CP003351:2641856-2642644
CP003351.5271	CP003351:2642727-2644199
CP003351.5273	CP003351:2644329-2645522
CP003351.5275	CP003351:2645787-2645860
CP003351.5277	CP003351:2645873-2645964
CP003351.5279	CP003351:2646003-2646078
CP003351.5281	CP003351:2646091-2646205
CP003351.5283	CP003351:2646302-2649214
CP003351.5285	CP003351:2649664-2651211
CP003351.5287	CP003351:2651897-2653393
CP003351.5289	CP003351:2653504-2654508
CP003351.5291	CP003351:2654509-2655396
CP003351.5293	CP003351:2655613-2657724
CP003351.5295	CP003351:2657814-2658359
CP003351.5297	CP003351:2658359-2659813
CP003351.5299	CP003351:2659924-2660394
CP003351.5301	CP003351:2660440-2660865
CP003351.5303	CP003351:2660932-2661201
CP003351.5305	CP003351:2661212-2662807
CP003351.5307	CP003351:2662822-2666343
CP003351.5309	CP003351:2666360-2666920
CP003351.5311	CP003351:2667273-2668247
CP003351.5313	CP003351:2668417-2669817
CP003351.5315	CP003351:2669895-2670617
CP003351.5317	CP003351:2670696-2671202
CP003351.5319	CP003351:2671325-2673124
CP003351.5321	CP003351:2673192-2674730
CP003351.5323	CP003351:2674985-2676352
CP003351.5325	CP003351:2676507-2677145
CP003351.5327	CP003351:2677146-2677796
CP003351.5329	CP003351:2677809-2678708
CP003351.5331	CP003351:2678873-2680942
CP003351.5333	CP003351:2680939-2681679
CP003351.5335	CP003351:2681692-2683050
CP003351.5337	CP003351:2683050-2683988
CP003351.5339	CP003351:2683981-2684472
CP003351.5341	CP003351:2684487-2686895
CP003351.5343	CP003351:2687148-2687453
CP003351.5345	CP003351:2687458-2688072
CP003351.5347	CP003351:2688559-2688843
CP003351.5349	CP003351:2688861-2689751
CP003351.5351	CP003351:2689771-2689989
CP003351.5353	CP003351:2689959-2691659
CP003351.5355	CP003351:2691925-2692698
CP003351.5357	CP003351:2692779-2693348
CP003351.5359	CP003351:2693522-2694493
CP003351.5361	CP003351:2694587-2695960
CP003351.5363	CP003351:2696463-2697281
CP003351.5365	CP003351:2697448-2698272
CP003351.5367	CP003351:2698245-2698925
CP003351.5369	CP003351:2698948-2699886
CP003351.5371	CP003351:2700131-2700976
CP003351.5373	CP003351:2701136-2703709
CP003351.5375	CP003351:2703850-2704656
CP003351.5377	CP003351:2704735-2706291
CP003351.5379	CP003351:2706702-2707751
CP003351.5381	CP003351:2707860-2709101
CP003351.5383	CP003351:2709341-2709919
CP003351.5385	CP003351:2710128-2711012
CP003351.5387	CP003351:2711790-2713076
CP003351.5389	CP003351:2713069-2714337
CP003351.5391	CP003351:2714589-2715050
CP003351.5393	CP003351:2715109-2715555
CP003351.5395	CP003351:2715648-2715893
CP003351.5397	CP003351:2716007-2716585
CP003351.5399	CP003351:2716662-2717192
CP003351.5401	CP003351:2717196-2718056
CP003351.5403	CP003351:2718049-2718444
CP003351.5405	CP003351:2718441-2719853
CP003351.5407	CP003351:2719850-2720386
CP003351.5409	CP003351:2720708-2722168
CP003351.5411	CP003351:2722338-2723495
CP003351.5413	CP003351:2723529-2724899
CP003351.5415	CP003351:2724962-2725489
CP003351.5417	CP003351:2725899-2727149
CP003351.5419	CP003351:2727501-2728307
CP003351.5421	CP003351:2728304-2729551
CP003351.5423	CP003351:2729627-2729971
CP003351.5425	CP003351:2730088-2730414
CP003351.5427	CP003351:2730787-2731989
CP003351.5429	CP003351:2732106-2732621
CP003351.5431	CP003351:2732820-2733266
CP003351.5433	CP003351:2733313-2734791
CP003351.5435	CP003351:2735145-2735774
CP003351.5437	CP003351:2735758-2736222
CP003351.5439	CP003351:2736709-2737977
CP003351.5441	CP003351:2738208-2738945
CP003351.5443	CP003351:2739012-2739581
CP003351.5445	CP003351:2739709-2740581
CP003351.5447	CP003351:2740923-2741795
CP003351.5449	CP003351:2741792-2743750
CP003351.5451	CP003351:2743903-2744001
CP003351.5453	CP003351:2744001-2744852
CP003351.5455	CP003351:2744975-2745442
CP003351.5457	CP003351:2745705-2746187
CP003351.5459	CP003351:2746287-2747150
CP003351.5461	CP003351:2747647-2748834
CP003351.5463	CP003351:2749220-2750068
CP003351.5465	CP003351:2750239-2750580
CP003351.5467	CP003351:2750666-2751373
CP003351.5469	CP003351:2751360-2751683
CP003351.5471	CP003351:2751772-2752806
CP003351.5473	CP003351:2753253-2754236
CP003351.5475	CP003351:2754652-2755422
CP003351.5477	CP003351:2755415-2756350
CP003351.5479	CP003351:2756497-2756604
CP003351.5481	CP003351:2756944-2758593
CP003351.5483	CP003351:2758788-2759684
CP003351.5485	CP003351:2759677-2760336
CP003351.5487	CP003351:2760358-2761140
CP003351.5489	CP003351:2761133-2762050
CP003351.5491	CP003351:2762053-2762268
CP003351.5493	CP003351:2763038-2763493
CP003351.5495	CP003351:2764179-2765066
CP003351.5497	CP003351:2765699-2766475
CP003351.5499	CP003351:2766573-2767220
CP003351.5501	CP003351:2767220-2768050
CP003351.5503	CP003351:2768050-2768799
CP003351.5505	CP003351:2768813-2769277
CP003351.5507	CP003351:2769327-2769749
CP003351.5509	CP003351:2769770-2770744
CP003351.5511	CP003351:2770970-2772415
CP003351.5513	CP003351:2772539-2773426
CP003351.5515	CP003351:2774894-2775226
CP003351.5517	CP003351:2775453-2775743
CP003351.5519	CP003351:2775784-2776029
CP003351.5521	CP003351:2776128-2776442
CP003351.5523	CP003351:2776510-2776800
CP003351.5525	CP003351:2776847-2777005
CP003351.5527	CP003351:2776998-2777312
CP003351.5529	CP003351:2777528-2778919
CP003351.5531	CP003351:2778904-2779515
CP003351.5533	CP003351:2779519-2779716
CP003351.5535	CP003351:2779707-2782385
CP003351.5537	CP003351:2782666-2783718
CP003351.5539	CP003351:2783871-2784149
CP003351.5541	CP003351:2784209-2784409
CP003351.5543	CP003351:2784559-2785134
CP003351.5545	CP003351:2785189-2786355
CP003351.5547	CP003351:2786772-2789999
CP003351.5549	CP003351:2790112-2790426
CP003351.5551	CP003351:2790439-2790813
CP003351.5553	CP003351:2790823-2791158
CP003351.5555	CP003351:2791241-2792581
CP003351.5557	CP003351:2792659-2793333
CP003351.5559	CP003351:2793326-2793490
